Organization Name,Organization Name URL,Contact Email,Website,Founders,Company Type
Indy,https://www.crunchbase.com/organization/indyfr,contact@indy.fr,https://www.indy.fr/,"Adrien Plat, Come Fouques, Pablo Larvor, Romain Koenig",For Profit
Insitro,https://www.crunchbase.com/organization/insitro,,http://www.insitro.com,Daphne Koller,For Profit
Farmers Edge,https://www.crunchbase.com/organization/farmers-edge-inc,info@farmersedge.ca,http://www.farmersedge.ca/,"Curtis MacKinnon, Wade Barnes",For Profit
Aptean,https://www.crunchbase.com/organization/Aptean,info@aptean.com,http://www.aptean.com,Rahul Thakur,For Profit
MakeMyTrip.com,https://www.crunchbase.com/organization/makemytrip-com,marketing@makemytrip.com,https://www.makemytrip.com,"Deep Kalra, Keyur Joshi, Rajesh Magow, Sachin Bhatia",For Profit
Parse Biosciences,https://www.crunchbase.com/organization/split-biosciences,info@parsebiosciences.com,https://www.parsebiosciences.com,"Alex Rosenberg, Charles Roco, Georg Friedrich Seelig",For Profit
Albert,https://www.crunchbase.com/organization/albert-3,support@albert.com,https://albert.com,"Andrzej Baraniak, Yinon Ravid",For Profit
Weights & Biases,https://www.crunchbase.com/organization/weights-biases,support@wandb.com,https://www.wandb.ai,"Chris Van Pelt, Lukas Biewald, Shawn Lewis",For Profit
Space Perspective,https://www.crunchbase.com/organization/space-perspective,crew@thespaceperspective.com,https://www.spaceperspective.com,"Alan Eustace, Christopher Kidd, Jane Poynter, Taber MacCallum",For Profit
Yes Bank,https://www.crunchbase.com/organization/yes-bank,yestouch@yesbank.in,http://yesbank.in,"Ashok Kapur, Rana Kapoor",For Profit
Jobber,https://www.crunchbase.com/organization/jobber,hello@getjobber.com,https://getjobber.com,"Forrest Zeisler, Sam Pillar",For Profit
PitchBook,https://www.crunchbase.com/organization/pitchbook-data,info@pitchbook.com,http://www.pitchbook.com,John Gabbert,For Profit
Frontdesk,https://www.crunchbase.com/organization/frontdesk,hello@stayfrontdesk.com,https://stayfrontdesk.com,"Jesse DePinto, Kyle Weatherly",For Profit
Vertical Aerospace,https://www.crunchbase.com/organization/vertical-aerospace-ltd,hello@vertical-aerospace.com,https://vertical-aerospace.com/,Stephen Fitzpatrick,For Profit
Ondo Finance,https://www.crunchbase.com/organization/ondo-finance,,https://ondo.finance/,"Nathan Allman, Pinku Surana",For Profit
Lonza,https://www.crunchbase.com/organization/lonza-group,contact@lonza.com,http://www.lonza.com,,For Profit
Indutrade,https://www.crunchbase.com/organization/indutrade,info@indutrade.se,http://www.indutrade.se/en,Gunnar Tindberg,For Profit
Take-Two Interactive Software,https://www.crunchbase.com/organization/take-two-interactive-software,,http://www.take2games.com,"Lee Guinchard, Ryan Brant",For Profit
Remitly,https://www.crunchbase.com/organization/remitly,service@remitly.com,http://www.remitly.com,"Josh Hug, Matthew Oppenheimer, Shivaas Gulati",For Profit
SomaLogic,https://www.crunchbase.com/organization/somalogic,information@somalogic.com,http://www.somalogic.com,"David Brunel, Larry Gold",For Profit
Dremio,https://www.crunchbase.com/organization/dremio-corporation,contact@dremio.com,https://www.dremio.com,"Jacques Nadeau, Tomer Shiran",For Profit
Autonomix Medical,https://www.crunchbase.com/organization/autonomix-medical,autonomix@jtcir.com,https://autonomix.com/,"David Robins, Landy Toth, Robert Schwartz, Robert Van Tassel",For Profit
Coda,https://www.crunchbase.com/organization/coda-add7,help@coda.io,https://coda.io,"Alex DeNeui, Shishir Mehrotra",For Profit
Olo,https://www.crunchbase.com/organization/olo,hello@olo.com,http://www.olo.com,Noah Glass,For Profit
Quince,https://www.crunchbase.com/organization/Quince,care@onequince.com,https://www.quince.com,Sid Gupta,For Profit
Farmley,https://www.crunchbase.com/organization/technifybiz,social@farmley.com,https://www.farmley.com,"Abhishek Agarwal, Akash Sharma",For Profit
Covariant,https://www.crunchbase.com/organization/covariant,info@covariant.ai,https://covariant.ai,"Peter Chen, Pieter Abbeel, Rocky Duan, Tianhao Zhang",For Profit
Hyperithm,https://www.crunchbase.com/organization/hyperithm,,https://hyperithm.jp,"Lloyd Lee, Sangrok Oh, Woojin Kim",For Profit
Trimble,https://www.crunchbase.com/organization/trimble,info@trimble.com,http://www.trimble.com,Charles Trimble,For Profit
Career Karma,https://www.crunchbase.com/organization/career-karma,ruben@careerkarma.com,https://careerkarma.com,"Artur Meyster, Ruben Harris, Timur Meyster",For Profit
Northspyre,https://www.crunchbase.com/organization/northspyre,getsmart@northspyre.com,https://www.northspyre.com/,William Sankey,For Profit
Fastly,https://www.crunchbase.com/organization/fastly,sales@fastly.com,http://www.fastly.com,"Artur Bergman, Simon Wistow",For Profit
LG Energy Solution,https://www.crunchbase.com/organization/lg-energy-solution,,https://www.lgensol.com,,For Profit
OnCusp Therapeutics,https://www.crunchbase.com/organization/oncusp-therapeutics,,https://www.oncusptx.com/,"Andy Fu, Bing Yuan, Eric Slosberg",For Profit
DoubleVerify,https://www.crunchbase.com/organization/doubleverify,info@doubleverify.com,http://www.doubleverify.com,"Alex Liverant, Oren Netzer",For Profit
Pine Labs,https://www.crunchbase.com/organization/pinelabs,getstarted@pinelabs.com,https://www.pinelabs.com,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",For Profit
Brave,https://www.crunchbase.com/organization/brave-software,press@brave.com,https://www.brave.com/,"Brendan Eich, Brian Bondy",For Profit
500 Global,https://www.crunchbase.com/organization/500-startups,info@500.co,http://500.co,"Brian Curliss, Christine Tsai, Dave McClure",For Profit
Synthetaic,https://www.crunchbase.com/organization/synthetaic,,https://www.synthetaic.com/,Corey Jaskolski,For Profit
Hayden AI,https://www.crunchbase.com/organization/hayden-technologies-331a,info@hayden.ai,http://www.hayden.ai,"Bo Shen, Chris Carson, Michael Byrne, Vaibhav Ghadiok",For Profit
GenEdit,https://www.crunchbase.com/organization/genedit,park@genedit.com,http://www.genedit.com,"Hyo Min Park, Kunwoo Lee, Niren Murthy",For Profit
Empower,https://www.crunchbase.com/organization/empower-2,help@empower.me,https://www.empower.me,"Justin Ammerlaan, Warren Hogarth",For Profit
Gaingels,https://www.crunchbase.com/organization/gaing,,https://gaingels.com,"David Beatty, Paul Grossinger",For Profit
Ally Financial,https://www.crunchbase.com/organization/ally-bank,,http://www.ally.com/,"Paul Brindley, Richard Hagen, Jr., William Crapo Durant",For Profit
GameStop,https://www.crunchbase.com/organization/gamestop,care@gamestop.com,https://www.gamestop.com,Leonard Riggio,For Profit
Skydio,https://www.crunchbase.com/organization/skydio,help@skydio.com,https://www.skydio.com,"Abraham Bachrach, Adam Bry, Matt Donahoe",For Profit
Medallia,https://www.crunchbase.com/organization/medallia,inquiries@medallia.com,https://www.medallia.com,"Amy Pressman, Borge Hald",For Profit
Productboard,https://www.crunchbase.com/organization/productboard,support@productboard.com,http://www.productboard.com,"Daniel Hejl, Hubert Palan",For Profit
ComplyAdvantage,https://www.crunchbase.com/organization/comply-advantage,contact.uk@complyadvantage.com,https://complyadvantage.com,Charles Delingpole,For Profit
Morressier,https://www.crunchbase.com/organization/morressier,hello@morressier.com,https://www.morressier.com,"Justus Weweler, Rino Montiel, Sami Benchekroun",For Profit
GoStudent,https://www.crunchbase.com/organization/gostudent,support@gostudent.org,https://gostudent.org,"Felix Ohswald, Ferdinand von Hagen, Gregor Muller",For Profit
Skylo,https://www.crunchbase.com/organization/skylo,info@skylo.tech,https://www.skylo.tech/,"Andrew Kalman, Andrew Nuttall, Parthsarathi Trivedi, Tarun Gupta",For Profit
Matterport,https://www.crunchbase.com/organization/matterport,info@matterport.com,http://www.matterport.com,"Dave Gausebeck, Matt Bell, Mike Beebe",For Profit
Odoo,https://www.crunchbase.com/organization/odoo,info@odoo.com,http://www.odoo.com,Fabien Pinckaers,For Profit
Pixis,https://www.crunchbase.com/organization/pixis-ai,globalhr@pixis.ai,https://pixis.ai,"Harikrishna Valiyath, Shubham A Mishra, Vrushali Prasade",For Profit
Einblick,https://www.crunchbase.com/organization/einblick,,https://einblick.ai/,"Benedetto Jacopo Buratti, Emanuel Zgraggen, Philipp Eichmann, Tim Kraska, Zeyuan Shang",For Profit
Kyndi,https://www.crunchbase.com/organization/kyndi,info@kyndi.com,http://www.kyndi.com/,"Arun Majumdar, Paul Tarau, Ryan Welsh, Shafe Ramsey",For Profit
Sinch,https://www.crunchbase.com/organization/sinch,sales@sinch.com,https://www.sinch.com,"Bjorn Zethraeus, Henrik Sandell, Johan Hedberg, Kjell Arvidsson, Kristian Männik, Robert Gerstmann",For Profit
Beckley Psytech,https://www.crunchbase.com/organization/beckley-psytech,,https://www.beckleypsytech.com,"Cosmo Feilding Mellen, Lady Amanda Feilding",For Profit
Aptera,https://www.crunchbase.com/organization/aptera,info@Aptera.us,http://www.aptera.us,"Chris Anthony, Steve Fambro",For Profit
Vouch,https://www.crunchbase.com/organization/vouch-insurance-21c4,hello@vouch.us,https://www.vouch.us,"Sam Hodges, Travis Hedge",For Profit
Harmonic,https://www.crunchbase.com/organization/harmonic,press@harmonicinc.com,http://harmonicinc.com,"Adam Block, Moshe Nazarathy",For Profit
Helix,https://www.crunchbase.com/organization/helix,support@helix.company,http://www.helix.com,"James Lu, Justin Kao, Scott Burke",For Profit
Tripadvisor,https://www.crunchbase.com/organization/tripadvisor,help@tripadvisorsupport.com,https://www.tripadvisor.com,"Eric Burin des Roziers, Langley Steinert, Nicholas Shanny, Steve Kaufer, Thomas Palka",For Profit
Acorns,https://www.crunchbase.com/organization/acorns-grow,support@acorns.com,https://www.acorns.com,"Jason Martell, Jeff Cruttenden, Mark Dru, Walter Cruttenden",For Profit
HSBC,https://www.crunchbase.com/organization/hsbc,,http://www.hsbc.com,Thomas Sutherland,For Profit
AKASA,https://www.crunchbase.com/organization/alpha-health,info@akasa.com,https://akasa.com/,"Andy Atwal, Benjamin Beadle-Ryby, Malinka Walaliyadde, Varun Ganapathi",For Profit
TIER Mobility,https://www.crunchbase.com/organization/tier-mobility,support@tier.app,http://www.tier.app,"Julian Blessin, Lawrence Leuschner, Matthias Laug",For Profit
Enpal,https://www.crunchbase.com/organization/enpal,info@enpal.de,http://www.enpal.de,"Jochen Ziervogel, Mario Kohle, Viktor Wingert",For Profit
Persona,https://www.crunchbase.com/organization/persona-188f,info@withpersona.com,https://withpersona.com,"Charles Yeh, Rick Song",For Profit
Ironclad,https://www.crunchbase.com/organization/ironclad,hello@ironcladapp.com,https://www.ironcladapp.com,"Cai GoGwilt, Jason Boehmig",For Profit
Infor,https://www.crunchbase.com/organization/infor,CustomerExperienceTeam@infor.com,https://www.infor.com/,Kevin Samuelson,For Profit
LyondellBasell,https://www.crunchbase.com/organization/lyondellbasell-industries,,http://lyondellbasell.com,Lakshman Iyer,For Profit
Evolve,https://www.crunchbase.com/organization/evolve-vacation-rental-network,info@evolve.com,http://evolve.com,"Adam Sherry, Brian Egan",For Profit
Sentry,https://www.crunchbase.com/organization/sentry,hello@sentry.io,https://www.sentry.io,"Chris Jennings, David Cramer",For Profit
DevX,https://www.crunchbase.com/organization/dev-accelerator-private-limited,umesh.u@devx.work,https://devx.work,"Rushit Shah, Umesh Uttamchandani",For Profit
d-Matrix,https://www.crunchbase.com/organization/d-matrix,,https://www.d-matrix.ai,"Sid Sheth, Sudeep Bhoja",For Profit
Cultivo,https://www.crunchbase.com/organization/cultivo-land-pbc,hello@cultivo.land,https://cultivo.land,"James Clifton, Manuel Pinuela, Pablo Castellanos",For Profit
Sonos,https://www.crunchbase.com/organization/sonos,pr@sonos.com,http://www.sonos.com,"John MacFarlane, Thomas Cullen, Trung Mai",For Profit
Zeelo,https://www.crunchbase.com/organization/zeelo,contact@zeelo.co,http://www.zeelo.co,"Barney Williams, Sam Ryan",For Profit
Permira,https://www.crunchbase.com/organization/permira,media@permira.com,http://www.permira.com,Nicholas Ferguson,For Profit
Hello Alice,https://www.crunchbase.com/organization/circular-board,alice@helloalice.com,https://helloalice.com,"Carolyn Rodz, Elizabeth Gore",For Profit
Founders Factory,https://www.crunchbase.com/organization/founders-factory,hello@foundersfactory.com,https://foundersfactory.com/,"Brent Hoberman, George Northcott, Henry Lane Fox, Jim Meyerle, Julia Brucher",For Profit
Tr1x,https://www.crunchbase.com/organization/tr1x,,https://www.tr1x.bio,Carlos Virella,For Profit
Strangeworks,https://www.crunchbase.com/organization/strangeworks,goquantum@strangeworks.com,https://strangeworks.com,"David Cardona, Justin Youens, William Hurley",For Profit
HeyGen,https://www.crunchbase.com/organization/heygen,contact@heygen.com,https://www.heygen.com?sid=cb,"Joshua Xu, Wayne Liang",For Profit
Neodocs,https://www.crunchbase.com/organization/neodocs,info@neodocs.in,https://www.neodocs.in,"Anurag Meena, Nikunj Malpani, Pratik Lodha",For Profit
SambaNova Systems,https://www.crunchbase.com/organization/sambanova-systems,info@sambanova.ai,https://sambanova.ai,"Christopher Ré, Kunle Olukotun, Rodrigo Liang",For Profit
True Anomaly,https://www.crunchbase.com/organization/true-anomaly,info@trueanomaly.space,https://www.trueanomaly.space,Even Rogers,For Profit
Ladder,https://www.crunchbase.com/organization/ladder-2,hello@ladderlife.com,https://www.ladderlife.com,"Jack Dubie, Jamie Hale, Jeff Merkel, Laura Hale",For Profit
Relay Therapeutics,https://www.crunchbase.com/organization/relay-therapeutics,info@relaytx.com,http://relaytx.com/,"David E. Shaw, Dorothee Kern, Mark Murcko, Matthew Jacobson",For Profit
Paradox,https://www.crunchbase.com/organization/paradox-olivia,info@paradox.ai,https://www.paradox.ai,Aaron Matos,For Profit
Seatrium,https://www.crunchbase.com/organization/sembcorp-marine,info@sembmarineslp.com,https://seatrium.com/,,For Profit
LambdaTest,https://www.crunchbase.com/organization/lambdatest,support@lambdatest.com,https://www.lambdatest.com,"Asad Khan, Jay Singh, Mayank Bhola",For Profit
Virgin Galactic,https://www.crunchbase.com/organization/virgin-galactic,virgingalacticpress@virgingalactic.com,http://www.virgingalactic.com,Maureen Gannon,For Profit
Rockset,https://www.crunchbase.com/organization/rockset,hello@rockset.com,https://rockset.com,"Dhruba Borthakur, Venkat Venkataramani",For Profit
eFishery,https://www.crunchbase.com/organization/efishery,contact@efishery.com,http://efishery.com,"Chrisna Aditya, Gibran El Farizy, Muhammad Ihsan Akhirulsyah",For Profit
Tenstorrent,https://www.crunchbase.com/organization/tenstorrent,info@tenstorrent.com,http://tenstorrent.com,"Ivan Hamer, Ljubisa Bajic, Milos Trajkovic",For Profit
Rent the Runway,https://www.crunchbase.com/organization/rent-the-runway,press@renttherunway.com,http://www.renttherunway.com,"Jennifer Fleiss, Jennifer Hyman",For Profit
Relay Ventures,https://www.crunchbase.com/organization/relay-ventures,toronto@relayventures.com,http://relayventures.com/,"John Albright, Kevin Talbot",For Profit
Wondercraft,https://www.crunchbase.com/organization/wondercraft,,https://www.wondercraft.ai,"Dimitris Nikolaou, Oskar Serrander, Youssef Rizk",For Profit
Yellow.ai,https://www.crunchbase.com/organization/yellow-messenger,contact@yellow.ai,https://yellow.ai,"Jaya Kishore Reddy Gollareddy, Raghu Ravinutala, Rashid Khan",For Profit
Medallion,https://www.crunchbase.com/organization/medallion-f291,,https://www.medallion.fm/,"Adam Ray, Mark McIntyre, Matt Jones",For Profit
Actis,https://www.crunchbase.com/organization/actis,info@act.is,https://www.act.is/,Gabriel Durai,For Profit
U.S. Department of Education,https://www.crunchbase.com/organization/us-department-of-education,ocr@ed.gov,http://www.ed.gov/,Jimmy Carter,Non-profit
Oobit,https://www.crunchbase.com/organization/oobit,support@oobit.com,https://www.oobit.com,"Aharon Miller, Amram Adar",For Profit
Dialpad,https://www.crunchbase.com/organization/dialpad,sales@dialpad.com,https://www.dialpad.com,"Alex Cornell, Brian Peterson, Craig Walker, John Rector",For Profit
Grafana Labs,https://www.crunchbase.com/organization/raintank,info@grafana.com,http://grafana.com,"Anthony Woods, Raj Dutt, Torkel Ödegaard",For Profit
Ayar Labs,https://www.crunchbase.com/organization/ayar-labs,info@ayarlabs.com,https://ayarlabs.com,"Alex Wright-Gladstein, Chen Sun, Mark Wade, Milos Popovic, Rajeev Ram, Vladimir Stojanovic",For Profit
ID Finance,https://www.crunchbase.com/organization/id-finance,info@idfinance.com,http://idfinance.com,"Alexander Dunaev, Boris Batine",For Profit
WaveBL,https://www.crunchbase.com/organization/wave-bl,info@wavebl.com,http://www.wavebl.com/,"Gadi Ruschin, Or Garbash, Yair Sappir",For Profit
Datavant,https://www.crunchbase.com/organization/datavant,info@datavant.com,https://datavant.com,"Sam Roosz, Travis May",For Profit
Lime,https://www.crunchbase.com/organization/limebike,support@li.me,https://www.li.me,"Adam Zhang, Brad Bao, Toby Sun",For Profit
AppsFlyer,https://www.crunchbase.com/organization/appsflyer,press@appsflyer.com,http://www.appsflyer.com,"Oren Kaniel, Reshef Mann",For Profit
CICC,https://www.crunchbase.com/organization/cicc,info@cicc.com.cn,http://www.cicc.com/index_en.xhtml?locale=en,,For Profit
Darwinbox,https://www.crunchbase.com/organization/darwinbox,contact@darwinbox.in,https://darwinbox.com,"Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni",For Profit
PolicyBazaar,https://www.crunchbase.com/organization/policybazaar,social@policybazaar.com,http://policybazaar.com,"Alok Bansal, Avaneesh Nirjar, Manoj Sharma, Tarun Mathur, Yashish Dahiya",For Profit
Lykos Therapeutics,https://www.crunchbase.com/organization/maps-public-benefit-corp,,https://lykospbc.com/,,For Profit
Bpifrance,https://www.crunchbase.com/organization/bpifrance,F3A@bpifrance.fr,http://bpifrance.fr,,For Profit
Bakkt,https://www.crunchbase.com/organization/bakkt,ir@bakkt.com,https://www.bakkt.com,"Jeffrey C. Sprecher, Kelly L. Loeffler",For Profit
Relativity Space,https://www.crunchbase.com/organization/relativity-space,info@relativityspace.com,http://relativityspace.com,"Jordan Noone, Tim Ellis",For Profit
VideoAmp,https://www.crunchbase.com/organization/videoamp,hello@videoamp.com,http://videoamp.com,"Dave Gullo, Ross McCray",For Profit
Quantum,https://www.crunchbase.com/organization/quantum-corp,Quantum.PR@Quantum.com,http://www.quantum.com,"James M. McCoy, Joel N. Harrison",For Profit
U.S. Bancorp,https://www.crunchbase.com/organization/u-s-bancorp,,http://www.usbank.com,,For Profit
commercetools,https://www.crunchbase.com/organization/commercetools,comms@commercetools.com,http://www.commercetools.com,"Denis Werner, Dirk Hoerig",For Profit
Investree,https://www.crunchbase.com/organization/investree,pr@investree.id,https://www.investree.id,"Adrian Asharyanto Gunadi, Aida Sutanto, Amir Amiruddin, Kok Chuan Lim",For Profit
Nozomi Networks,https://www.crunchbase.com/organization/nozomi-networks,info@nozominetworks.com,http://nozominetworks.com/,"Andrea Carcano, Moreno Carullo",For Profit
Infineon Technologies,https://www.crunchbase.com/organization/infineon,support@infineon.com,https://www.infineon.com,Sabine E. Herlitschka,For Profit
Regent,https://www.crunchbase.com/organization/regent-3618,info@regentcraft.com,https://www.regentcraft.com,"Billy Thalheimer, Michael Klinker",For Profit
Yoti,https://www.crunchbase.com/organization/yoti,hello@yoti.com,https://www.yoti.com,"Duncan Francis, Noel Hayden, Robin Tombs",For Profit
Weaviate,https://www.crunchbase.com/organization/weaviate,hello@weaviate.io,https://weaviate.io,"Bob van Luijt, Etienne Dilocker, Micha Verhagen",For Profit
Aniai,https://www.crunchbase.com/organization/aniai,contact@aniai.ai,http://www.aniai.ai,Gunpil Hwang,For Profit
RELEX Solutions,https://www.crunchbase.com/organization/relex,info@relexsolutions.com,http://www.relexsolutions.com/,"Johanna Småros, Michael Falck, Mikko Kärkkäinen",For Profit
SoLo Funds,https://www.crunchbase.com/organization/solo-funds-inc,help@solofunds.com,http://www.solofunds.com,"Jarrel Carter, Rodney Williams, Taylor Bruno, Travis Holoway",For Profit
Vaxart,https://www.crunchbase.com/organization/vaxart,info@vaxart.com,http://vaxart.com,Sean Tucker,For Profit
Doctolib,https://www.crunchbase.com/organization/doctolib,julia@doctolib.fr,http://www.doctolib.fr,"Franck Tetzlaff, Ivan Schneider, Jessy Bernal, Stanislas Niox-Chateau, Steve Abou Rjeily, Thomas Landais",For Profit
TransUnion,https://www.crunchbase.com/organization/transunion,fvad@transunion.com,http://www.transunion.com,,For Profit
SeedBlink,https://www.crunchbase.com/organization/seedblink,investors@seedblink.com,https://seedblink.com/,"Andrei Dudoiu, Ionut Patrahau, Julian Walder",For Profit
ForeScout Technologies,https://www.crunchbase.com/organization/forescout,salesdev@forescout.com,http://www.forescout.com,"Doron Shikmoni, Dror Comay, Hezy Yeshurun, Oded Comay",For Profit
Better Therapeutics,https://www.crunchbase.com/organization/bettertherapeutics,info@bettertherapeutics.io,https://www.bettertx.com,"David Perry, Kevin Appelbaum",For Profit
Xero,https://www.crunchbase.com/organization/xero,investors@xero.com,http://xero.com,"Craig Walker, Gary Turner, Hamish Edwards, Rod Drury",For Profit
Benhamou Global Ventures,https://www.crunchbase.com/organization/benhamou-global-ventures,info@benhamouglobalventures.com,http://benhamouglobalventures.com,Eric Benhamou,For Profit
Brookfield Renewable Partners,https://www.crunchbase.com/organization/brookfield-renewable-energy-partners,contacto@brookfieldenergia.com,https://www.bep.brookfield.com,,For Profit
Justworks,https://www.crunchbase.com/organization/justworks,support@justworks.com,https://justworks.com,"Iris Ramos, Isaac Oates",For Profit
Figure,https://www.crunchbase.com/organization/figure-b5dc,,https://www.figure.ai,Brett Adcock,For Profit
Similarweb,https://www.crunchbase.com/organization/similarweb,info@similarweb.com,http://www.similarweb.com,"Nir Cohen, Or Offer",For Profit
Blank Street,https://www.crunchbase.com/organization/blank-street,,https://www.blankstreet.com/,"Issam Freiha, Vinay Menda",For Profit
Tanium,https://www.crunchbase.com/organization/tanium,info@tanium.com,http://www.tanium.com,"David Hindawi, Orion Hindawi",For Profit
OpenGov,https://www.crunchbase.com/organization/opengov,contact@opengov.com,http://opengov.com,"Dakin Sloss, Joe Lonsdale, Mike Rosengarten, Nate Levine, Zac Bookman",For Profit
Universal Music Group,https://www.crunchbase.com/organization/universal-music-group,,https://www.universalmusic.com,,For Profit
Climeworks,https://www.crunchbase.com/organization/climeworks,contact@climeworks.com,http://www.climeworks.com,"Christoph Gebald, Jan Wurzbacher",For Profit
Glamplus,https://www.crunchbase.com/organization/glamplus,support@glamplus.in,https://glamplus.in/,"Divyanshu Singh, Rohan Singh, Vatsalya Agarwal",For Profit
Applied Materials,https://www.crunchbase.com/organization/applied-materials,customer_portal@amat.com,http://www.appliedmaterials.com,Michael A. McNeilly,For Profit
FibroBiologics,https://www.crunchbase.com/organization/fibrobiologics,Johrenk7@gmail.com,https://www.fibrobiologics.com/,Pete O'Heeron,For Profit
Rally,https://www.crunchbase.com/organization/rally-rd,hello@rallyrd.com,http://www.rallyrd.com,"Christopher Bruno, Maximilian Niederste-Ostholt, Rob Petrozzo",For Profit
BYJU'S,https://www.crunchbase.com/organization/byju-s,queries@byjus.com,http://www.byjus.com,"Byju Raveendran, Divya Gokulnath",For Profit
Kodiak Robotics,https://www.crunchbase.com/organization/kodiak-robotics-inc,contact@kodiak.ai,http://www.kodiak.ai,"Don Burnette, Paz Eshel",For Profit
Partners Group,https://www.crunchbase.com/organization/partners-group,partnersgroup@partnersgroup.com,http://www.partnersgroup.com,"Marcel Erni, Urs Wietisbach",For Profit
Myrobalan Therapeutics,https://www.crunchbase.com/organization/myrobalan-therapeutics,info@myrotx.com,https://myrotx.com,"Guoping Feng, Jing Wang, Zhigang He",For Profit
Stalicla,https://www.crunchbase.com/organization/stalicla,info@stalicla.com,https://stalicla.com/,Lynn Durham,For Profit
ThinCats,https://www.crunchbase.com/organization/thincats,info@thincats.com,https://www.thincats.com,"Christopher Rothschild, Kevin Caley",For Profit
Trustpilot,https://www.crunchbase.com/organization/trustpilot,us.press@trustpilot.com,https://www.trustpilot.com,"Anders Tjørnelund, Peter H. Mühlmann",For Profit
Oportun,https://www.crunchbase.com/organization/progreso-financiero,hello@oportun.com,https://oportun.com,"Gabriel Manjarrez, James Gutierrez",For Profit
Observe.AI,https://www.crunchbase.com/organization/observe-ai,support@observe.ai,https://observe.ai,"Sharath Keshava Narayana, Swapnil Jain",For Profit
Protix,https://www.crunchbase.com/organization/protix-biosystems,info@protix.eu,http://www.protix.eu,Kees Aarts,For Profit
Edge,https://www.crunchbase.com/organization/edgesecure,info@edge.app,https://edge.app/,"Damian Cutillo, Paul Puey, Scott Morgan, Tim Horton, William Swanson",For Profit
Kura Oncology,https://www.crunchbase.com/organization/kura-oncology,info@kuraoncology.com,http://www.kuraoncology.com/,"Antonio Gualberto, Pingda Ren, Troy Wilson, Yi Liu",For Profit
Alerje,https://www.crunchbase.com/organization/alerje,info@alerje.com,https://alerje.com,Javier Evelyn,For Profit
Ripple,https://www.crunchbase.com/organization/ripple-labs,info@ripple.com,http://ripple.com,"Arthur Britto, Chris Larsen, Jed McCaleb, Ryan Fugger",For Profit
Moloco,https://www.crunchbase.com/organization/moloco,contact@moloco.com,http://www.moloco.com/,"David Sehyuk Park, Ikkjin Ahn",For Profit
Spring Health,https://www.crunchbase.com/organization/spring-care,hello@springhealth.com,https://www.springhealth.com,"Abhishek Chandra, Adam Chekroud, April Koh",For Profit
Momentus,https://www.crunchbase.com/organization/momentus-space,press@momentus.space,http://momentus.space,Mikhail Kokorich,For Profit
Electric,https://www.crunchbase.com/organization/electric,hello@electric.ai,https://www.electric.ai,Ryan Denehy,For Profit
OctoML,https://www.crunchbase.com/organization/octoml,info@octoml.ai,https://octoml.ai,"Jared Roesch, Jason Knight, Luis Ceze, Thierry Moreau, Tianqi Chen",For Profit
Sun King,https://www.crunchbase.com/organization/greenlight-planet,sales@greenlightplanet.com,https://www.sunking.com/,"Anish Thakkar, Mayank Sekhsaria, T. Patrick Walsh",For Profit
Magnite,https://www.crunchbase.com/organization/magnite,,https://www.magnite.com/,"Craig Roah, Duc Chau, Frank Addante, Julie Mattern",For Profit
Tive,https://www.crunchbase.com/organization/tive,sales@tive.com,https://tive.com,Krenar Komoni,For Profit
British Petroleum,https://www.crunchbase.com/organization/bp-3,careline@bp.com,https://www.bp.com,"Charles Greenway, William Knox D'Arcy",For Profit
KisanKonnect,https://www.crunchbase.com/organization/kisankonnect,,https://www.kisankonnect.in,"Nidhi Nirmal, Vivek Nirmal",For Profit
Solaris,https://www.crunchbase.com/organization/solarisbank-ag,info@solarisbank.de,https://www.solarisbank.com/,"Andreas Bittner, Marko Wenthin",For Profit
SPR Therapeutics,https://www.crunchbase.com/organization/spr-therapeutics,info@sprtherapeutics.com,http://www.sprtherapeutics.com,"Geoffrey Thrope, Maria E. Bennett",For Profit
Abra,https://www.crunchbase.com/organization/abra,support@abra.com,https://www.abra.com,"Bill Barhydt, Peter Kelly",For Profit
Hims & Hers,https://www.crunchbase.com/organization/hims,contact@forhims.com,https://www.forhims.com,"Andrew Dudum, Hilary Coles, Jack Abraham, Joe Spector",For Profit
Talkspace,https://www.crunchbase.com/organization/talkspace,support@talkspace.com,https://talkspace.com,"Farid Chaouki, Oren Frank, Roni Frank",For Profit
Stampli,https://www.crunchbase.com/organization/stampli,info@stampli.com,https://www.stampli.com,"Eyal Feldman, Ofer Feldman",For Profit
Melio,https://www.crunchbase.com/organization/melio-0bc5,info@meliopayments.com,https://www.meliopayments.com,"Ilan Atias, Matan Bar, Ziv Paz",For Profit
Validus,https://www.crunchbase.com/organization/validus-capital,info@validus.sg,https://www.validus.sg,"Ajit Raikar, Nikhilesh Goel, Vikas Nahata",For Profit
Rolls-Royce,https://www.crunchbase.com/organization/rolls-royce-plc,eu.affairs@rolls-royce.com,http://www.rolls-royce.com,"Charles Rolls, Henry Royce",For Profit
Tropic,https://www.crunchbase.com/organization/tropic-4b35,info@tropicapp.io,https://www.tropicapp.io,"David Campbell, Justin Etkin",For Profit
FLASH,https://www.crunchbase.com/organization/flashparking,support@flashparking.com,https://www.flashparking.com,"Dean Cleaver, Eliseo Diaz, Juan Rodriguez",For Profit
